 ,Image,Slice_Index,Nucleus_ID,X,Y
73,107_study1_image107_AF.png,1,73,471.500,304.167
74,107_study1_image107_AF.png,1,74,495.500,308.833
75,107_study1_image107_AF.png,1,75,445.167,290.500
76,107_study1_image107_AF.png,1,76,458.500,273.167
77,107_study1_image107_AF.png,1,77,440.833,240.833
78,107_study1_image107_AF.png,1,78,424.833,257.833
79,107_study1_image107_AF.png,1,79,437.500,325.500
80,107_study1_image107_AF.png,1,80,431.167,351.833
81,107_study1_image107_AF.png,1,81,404.500,342.167
82,107_study1_image107_AF.png,1,82,395.500,302.500
83,107_study1_image107_AF.png,1,83,313.167,290.167
84,107_study1_image107_AF.png,1,84,61.167,400.500
85,107_study1_image107_AF.png,1,85,90.833,425.833
86,107_study1_image107_AF.png,1,86,102.167,433.833
87,107_study1_image107_AF.png,1,87,107.833,455.500
88,107_study1_image107_AF.png,1,88,83.167,452.500
89,107_study1_image107_AF.png,1,89,101.500,477.833
90,107_study1_image107_AF.png,1,90,168.167,468.833
91,107_study1_image107_AF.png,1,91,202.500,454.167
92,107_study1_image107_AF.png,1,92,227.167,448.833
93,107_study1_image107_AF.png,1,93,205.167,437.167
94,107_study1_image107_AF.png,1,94,281.833,447.500
95,107_study1_image107_AF.png,1,95,297.500,424.167
96,107_study1_image107_AF.png,1,96,311.500,411.167
97,107_study1_image107_AF.png,1,97,329.833,399.167
98,107_study1_image107_AF.png,1,98,355.500,414.167
99,107_study1_image107_AF.png,1,99,380.500,428.833
100,107_study1_image107_AF.png,1,100,444.500,149.833
101,107_study1_image107_AF.png,1,101,484.500,164.167
102,107_study1_image107_AF.png,1,102,494.500,206.500
103,107_study1_image107_AF.png,1,103,464.833,212.833
104,107_study1_image107_AF.png,1,104,472.167,340.833
105,107_study1_image107_AF.png,1,105,481.167,362.833
106,107_study1_image107_AF.png,1,106,505.167,402.167
107,107_study1_image107_AF.png,1,107,360.500,392.833
108,107_study1_image107_AF.png,1,108,408.500,384.833
109,107_study1_image107_AF.png,1,109,455.833,366.500
110,107_study1_image107_AF.png,1,110,461.833,389.167
111,107_study1_image107_AF.png,1,111,444.833,422.833
112,107_study1_image107_AF.png,1,112,366.167,456.833
113,107_study1_image107_AF.png,1,113,344.167,447.500
114,107_study1_image107_AF.png,1,114,342.500,473.167
115,107_study1_image107_AF.png,1,115,320.833,491.500
116,107_study1_image107_AF.png,1,116,302.833,457.167
117,107_study1_image107_AF.png,1,117,285.500,472.500
118,107_study1_image107_AF.png,1,118,249.167,474.500
119,107_study1_image107_AF.png,1,119,236.167,487.833
120,107_study1_image107_AF.png,1,120,207.500,381.167
121,107_study1_image107_AF.png,1,121,226.833,395.833
122,107_study1_image107_AF.png,1,122,254.167,404.167
123,107_study1_image107_AF.png,1,123,245.833,379.500
124,107_study1_image107_AF.png,1,124,269.500,390.500
125,107_study1_image107_AF.png,1,125,297.833,385.500
126,107_study1_image107_AF.png,1,126,258.500,335.833
127,107_study1_image107_AF.png,1,127,280.167,326.167
128,107_study1_image107_AF.png,1,128,52.500,365.500
129,107_study1_image107_AF.png,1,129,207.167,478.167
130,107_study1_image107_AF.png,1,130,153.833,497.167
131,107_study1_image107_AF.png,1,131,118.167,493.833
132,107_study1_image107_AF.png,1,132,417.167,455.167
133,107_study1_image107_AF.png,1,133,387.167,498.167
134,107_study1_image107_AF.png,1,134,475.500,34.833
135,107_study1_image107_AF.png,1,135,489.167,62.833
136,107_study1_image107_AF.png,1,136,476.500,83.833
137,107_study1_image107_AF.png,1,137,449.167,73.500
138,107_study1_image107_AF.png,1,138,463.833,99.500
139,107_study1_image107_AF.png,1,139,480.500,123.167
140,107_study1_image107_AF.png,1,140,468.167,138.500
141,107_study1_image107_AF.png,1,141,506.833,131.500
142,107_study1_image107_AF.png,1,142,506.167,148.167
143,107_study1_image107_AF.png,1,143,501.500,112.500
144,107_study1_image107_AF.png,1,144,430.833,134.833
145,107_study1_image107_AF.png,1,145,453.833,37.167
146,107_study1_image107_AF.png,1,146,58.833,28.833
147,107_study1_image107_AF.png,1,147,122.167,347.500
148,107_study1_image107_AF.png,1,148,190.167,195.500
149,107_study1_image107_AF.png,1,149,39.833,271.833
150,107_study1_image107_AF.png,1,150,12.833,314.833
151,126_study1_image126_AF.png,2,1,16.167,284.500
152,126_study1_image126_AF.png,2,2,34.500,306.833
153,126_study1_image126_AF.png,2,3,318.833,330.167
154,126_study1_image126_AF.png,2,4,296.167,335.167
155,126_study1_image126_AF.png,2,5,223.833,361.167
156,126_study1_image126_AF.png,2,6,183.167,99.833
157,126_study1_image126_AF.png,2,7,196.167,125.833
158,126_study1_image126_AF.png,2,8,152.833,205.500
159,126_study1_image126_AF.png,2,9,263.167,242.833
160,126_study1_image126_AF.png,2,10,453.833,386.833
161,126_study1_image126_AF.png,2,11,436.167,374.167
162,126_study1_image126_AF.png,2,12,404.500,319.167
163,126_study1_image126_AF.png,2,13,420.167,145.167
164,126_study1_image126_AF.png,2,14,425.833,418.167
165,126_study1_image126_AF.png,2,15,176.500,136.500
166,126_study1_image126_AF.png,2,16,382.500,23.500
167,126_study1_image126_AF.png,2,17,186.833,374.167
168,126_study1_image126_AF.png,2,18,87.833,238.167
169,171_study2_image008_AF.png,3,1,80.167,160.500
170,171_study2_image008_AF.png,3,2,132.833,101.500
171,171_study2_image008_AF.png,3,3,160.500,198.167
172,171_study2_image008_AF.png,3,4,270.500,139.500
173,171_study2_image008_AF.png,3,5,389.167,115.167
174,171_study2_image008_AF.png,3,6,481.167,122.167
175,171_study2_image008_AF.png,3,7,484.833,196.167
176,171_study2_image008_AF.png,3,8,349.500,276.833
177,171_study2_image008_AF.png,3,9,326.500,266.167
178,171_study2_image008_AF.png,3,10,312.500,265.167
179,171_study2_image008_AF.png,3,11,172.167,218.500
180,171_study2_image008_AF.png,3,12,72.500,261.167
181,171_study2_image008_AF.png,3,13,55.833,243.833
182,171_study2_image008_AF.png,3,14,35.500,253.833
183,171_study2_image008_AF.png,3,15,41.833,268.500
184,171_study2_image008_AF.png,3,16,45.167,289.167
185,171_study2_image008_AF.png,3,17,14.833,256.167
186,171_study2_image008_AF.png,3,18,13.833,188.833
187,171_study2_image008_AF.png,3,19,17.167,155.833
188,171_study2_image008_AF.png,3,20,58.500,212.500
189,171_study2_image008_AF.png,3,21,157.167,233.500
190,171_study2_image008_AF.png,3,22,195.500,296.500
191,171_study2_image008_AF.png,3,23,206.500,318.500
192,171_study2_image008_AF.png,3,24,236.167,324.500
193,171_study2_image008_AF.png,3,25,249.500,324.167
194,171_study2_image008_AF.png,3,26,315.167,339.167
195,171_study2_image008_AF.png,3,27,161.833,371.833
196,171_study2_image008_AF.png,3,28,141.167,376.500
197,171_study2_image008_AF.png,3,29,167.167,397.833
198,171_study2_image008_AF.png,3,30,148.167,403.500
199,171_study2_image008_AF.png,3,31,164.167,346.500
200,171_study2_image008_AF.png,3,32,127.500,320.500
201,171_study2_image008_AF.png,3,33,93.500,296.833
202,171_study2_image008_AF.png,3,34,194.500,342.500
203,171_study2_image008_AF.png,3,35,57.500,361.500
204,171_study2_image008_AF.png,3,36,28.833,380.833
205,171_study2_image008_AF.png,3,37,59.500,445.500
206,171_study2_image008_AF.png,3,38,130.833,436.833
207,171_study2_image008_AF.png,3,39,333.833,363.500
208,171_study2_image008_AF.png,3,40,374.167,390.833
209,171_study2_image008_AF.png,3,41,421.500,382.833
210,171_study2_image008_AF.png,3,42,432.833,376.167
211,171_study2_image008_AF.png,3,43,448.833,377.500
212,171_study2_image008_AF.png,3,44,475.833,371.500
213,171_study2_image008_AF.png,3,45,483.167,324.500
214,171_study2_image008_AF.png,3,46,383.833,291.167
215,171_study2_image008_AF.png,3,47,400.500,288.833
216,171_study2_image008_AF.png,3,48,406.500,228.833
217,171_study2_image008_AF.png,3,49,409.167,175.167
218,171_study2_image008_AF.png,3,50,465.167,216.500
219,171_study2_image008_AF.png,3,51,385.500,140.500
220,171_study2_image008_AF.png,3,52,207.833,247.167
221,171_study2_image008_AF.png,3,53,266.833,309.500
222,171_study2_image008_AF.png,3,54,284.833,379.500
223,171_study2_image008_AF.png,3,55,212.167,427.833
224,171_study2_image008_AF.png,3,56,104.833,462.833
225,171_study2_image008_AF.png,3,57,119.167,259.500
226,171_study2_image008_AF.png,3,58,20.500,126.500
227,171_study2_image008_AF.png,3,59,229.833,235.167
228,171_study2_image008_AF.png,3,60,241.833,225.167
229,171_study2_image008_AF.png,3,61,300.500,87.167
230,171_study2_image008_AF.png,3,62,238.500,468.167
231,171_study2_image008_AF.png,3,63,244.167,488.500
232,171_study2_image008_AF.png,3,64,236.167,148.833
233,171_study2_image008_AF.png,3,65,243.167,164.500
234,171_study2_image008_AF.png,3,66,338.500,37.167
235,171_study2_image008_AF.png,3,67,339.500,54.833
236,171_study2_image008_AF.png,3,68,82.833,101.833
