 ,Image,Slice_Index,Nucleus_ID,X,Y
60,325_study2_image162_AF.png,1,62,260.833,257.833
61,325_study2_image162_AF.png,1,63,74.500,313.833
62,325_study2_image162_AF.png,1,64,269.167,371.167
63,325_study2_image162_AF.png,1,65,343.167,214.833
64,325_study2_image162_AF.png,1,66,462.167,142.500
65,325_study2_image162_AF.png,1,67,480.167,141.500
66,325_study2_image162_AF.png,1,68,484.833,155.500
67,325_study2_image162_AF.png,1,69,464.167,67.833
68,325_study2_image162_AF.png,1,70,438.500,51.500
69,325_study2_image162_AF.png,1,71,435.833,68.167
70,325_study2_image162_AF.png,1,72,491.500,24.167
71,325_study2_image162_AF.png,1,73,484.167,43.833
72,325_study2_image162_AF.png,1,74,490.833,74.833
73,325_study2_image162_AF.png,1,75,434.167,97.833
74,325_study2_image162_AF.png,1,76,469.167,176.167
75,325_study2_image162_AF.png,1,77,393.167,229.500
76,325_study2_image162_AF.png,1,78,416.167,280.833
77,325_study2_image162_AF.png,1,79,477.167,265.500
78,325_study2_image162_AF.png,1,80,230.500,369.833
79,325_study2_image162_AF.png,1,81,165.833,385.167
80,325_study2_image162_AF.png,1,82,197.500,363.500
81,325_study2_image162_AF.png,1,83,189.167,301.500
82,325_study2_image162_AF.png,1,84,265.500,155.167
83,325_study2_image162_AF.png,1,85,382.500,447.500
84,325_study2_image162_AF.png,1,86,309.833,419.167
85,325_study2_image162_AF.png,1,87,46.500,505.167
86,325_study2_image162_AF.png,1,88,23.167,392.833
87,325_study2_image162_AF.png,1,89,11.500,411.833
88,325_study2_image162_AF.png,1,90,29.500,419.500
89,325_study2_image162_AF.png,1,91,78.500,360.500
90,325_study2_image162_AF.png,1,92,63.500,414.500
91,325_study2_image162_AF.png,1,93,36.167,444.500
92,325_study2_image162_AF.png,1,94,35.500,462.500
93,325_study2_image162_AF.png,1,95,144.833,287.167
94,325_study2_image162_AF.png,1,96,441.833,240.833
95,325_study2_image162_AF.png,1,97,461.500,412.833
96,325_study2_image162_AF.png,1,98,428.833,440.833
97,325_study2_image162_AF.png,1,99,73.500,150.833
98,325_study2_image162_AF.png,1,100,148.167,117.833
99,325_study2_image162_AF.png,1,101,402.833,36.167
100,325_study2_image162_AF.png,1,102,10.833,163.500
101,325_study2_image162_AF.png,1,103,33.167,76.167
102,325_study2_image162_AF.png,1,104,420.500,412.833
103,325_study2_image162_AF.png,1,105,487.167,453.167
104,325_study2_image162_AF.png,1,106,484.167,389.167
105,325_study2_image162_AF.png,1,107,338.500,344.500
106,325_study2_image162_AF.png,1,108,342.167,362.833
107,325_study2_image162_AF.png,1,109,263.833,324.167
108,325_study2_image162_AF.png,1,110,230.167,296.500
109,325_study2_image162_AF.png,1,112,323.833,402.500
110,325_study2_image162_AF.png,1,113,455.500,452.167
111,325_study2_image162_AF.png,1,114,439.500,468.833
112,325_study2_image162_AF.png,1,116,210.833,101.833
113,325_study2_image162_AF.png,1,117,216.500,64.500
114,325_study2_image162_AF.png,1,118,172.167,102.833
115,325_study2_image162_AF.png,1,119,232.500,83.833
