 ,Image,Slice_Index,Nucleus_ID,X,Y
53,257_study2_image094_AF.png,1,53,38.500,272.500
54,257_study2_image094_AF.png,1,54,15.167,264.167
55,257_study2_image094_AF.png,1,55,77.167,328.500
56,257_study2_image094_AF.png,1,56,143.500,362.167
57,257_study2_image094_AF.png,1,57,116.833,342.167
58,257_study2_image094_AF.png,1,58,149.833,336.167
59,257_study2_image094_AF.png,1,59,131.500,304.167
60,257_study2_image094_AF.png,1,60,117.833,277.500
61,257_study2_image094_AF.png,1,61,91.500,254.500
62,257_study2_image094_AF.png,1,62,91.167,230.167
63,257_study2_image094_AF.png,1,63,112.500,225.500
64,257_study2_image094_AF.png,1,65,201.167,324.833
65,257_study2_image094_AF.png,1,66,205.500,277.500
66,257_study2_image094_AF.png,1,67,317.833,292.833
67,257_study2_image094_AF.png,1,68,355.833,412.833
68,257_study2_image094_AF.png,1,69,332.167,466.500
69,257_study2_image094_AF.png,1,70,248.500,463.167
70,257_study2_image094_AF.png,1,71,294.833,497.167
71,257_study2_image094_AF.png,1,72,225.833,429.500
72,257_study2_image094_AF.png,1,74,137.500,446.833
73,257_study2_image094_AF.png,1,75,175.500,416.833
74,257_study2_image094_AF.png,1,76,69.500,443.167
75,257_study2_image094_AF.png,1,77,175.167,481.167
76,257_study2_image094_AF.png,1,78,172.500,246.500
77,257_study2_image094_AF.png,1,79,197.833,227.833
78,257_study2_image094_AF.png,1,80,112.167,385.500
79,257_study2_image094_AF.png,1,81,428.833,120.833
80,257_study2_image094_AF.png,1,82,392.833,116.500
81,257_study2_image094_AF.png,1,83,280.833,311.500
82,257_study2_image094_AF.png,1,84,370.167,299.833
83,257_study2_image094_AF.png,1,85,470.167,329.500
84,257_study2_image094_AF.png,1,86,487.167,350.167
85,257_study2_image094_AF.png,1,87,469.833,368.167
86,257_study2_image094_AF.png,1,88,379.500,433.167
87,257_study2_image094_AF.png,1,89,154.167,270.833
88,257_study2_image094_AF.png,1,90,166.500,307.167
89,257_study2_image094_AF.png,1,91,236.167,123.167
90,257_study2_image094_AF.png,1,92,13.833,33.500
91,257_study2_image094_AF.png,1,93,18.167,431.833
92,257_study2_image094_AF.png,1,94,333.500,254.167
93,257_study2_image094_AF.png,1,95,431.833,215.833
94,257_study2_image094_AF.png,1,96,80.167,78.833
95,280_study2_image117_AF.png,2,1,219.833,51.167
96,280_study2_image117_AF.png,2,2,268.167,84.833
97,280_study2_image117_AF.png,2,3,201.500,89.500
98,280_study2_image117_AF.png,2,4,216.167,109.833
99,280_study2_image117_AF.png,2,5,198.500,112.833
100,280_study2_image117_AF.png,2,6,199.167,133.500
101,280_study2_image117_AF.png,2,7,218.833,151.167
102,280_study2_image117_AF.png,2,8,230.167,140.833
103,280_study2_image117_AF.png,2,9,254.167,131.500
104,280_study2_image117_AF.png,2,10,240.167,113.500
105,280_study2_image117_AF.png,2,11,148.167,195.833
106,280_study2_image117_AF.png,2,12,17.833,386.833
107,280_study2_image117_AF.png,2,13,31.833,429.833
108,280_study2_image117_AF.png,2,14,196.500,434.833
109,280_study2_image117_AF.png,2,15,245.833,280.167
110,280_study2_image117_AF.png,2,16,425.167,96.500
111,280_study2_image117_AF.png,2,17,445.500,86.833
112,280_study2_image117_AF.png,2,18,470.500,11.167
113,280_study2_image117_AF.png,2,19,476.500,93.500
114,280_study2_image117_AF.png,2,20,404.833,156.167
115,280_study2_image117_AF.png,2,21,383.500,175.167
116,280_study2_image117_AF.png,2,22,362.833,167.500
117,280_study2_image117_AF.png,2,23,360.167,203.500
118,280_study2_image117_AF.png,2,24,204.500,170.500
119,280_study2_image117_AF.png,2,25,186.167,157.167
120,280_study2_image117_AF.png,2,26,90.167,29.833
121,280_study2_image117_AF.png,2,27,169.500,140.833
122,280_study2_image117_AF.png,2,28,169.167,347.167
123,280_study2_image117_AF.png,2,29,214.500,129.833
124,280_study2_image117_AF.png,2,30,222.833,423.500
125,280_study2_image117_AF.png,2,31,488.167,320.833
126,280_study2_image117_AF.png,2,32,497.833,346.833
127,280_study2_image117_AF.png,2,33,464.500,128.167
128,280_study2_image117_AF.png,2,34,46.833,242.833
129,280_study2_image117_AF.png,2,35,42.167,490.500
130,280_study2_image117_AF.png,2,36,48.500,470.167
131,280_study2_image117_AF.png,2,37,291.167,89.167
132,280_study2_image117_AF.png,2,38,313.167,56.833
133,280_study2_image117_AF.png,2,39,180.833,209.833
134,280_study2_image117_AF.png,2,40,167.500,225.500
135,280_study2_image117_AF.png,2,41,51.167,81.833
136,280_study2_image117_AF.png,2,42,24.500,101.500
137,280_study2_image117_AF.png,2,43,146.833,111.167
138,280_study2_image117_AF.png,2,44,129.167,124.833
139,280_study2_image117_AF.png,2,45,163.500,89.833
140,280_study2_image117_AF.png,2,46,179.167,98.833
141,280_study2_image117_AF.png,2,47,191.500,44.833
142,280_study2_image117_AF.png,2,48,182.833,71.167
143,280_study2_image117_AF.png,2,49,359.833,350.500
144,280_study2_image117_AF.png,2,50,267.833,332.500
145,280_study2_image117_AF.png,2,52,277.833,152.500
146,301_study2_image138_AF.png,3,1,273.167,79.833
147,301_study2_image138_AF.png,3,2,218.167,115.500
148,301_study2_image138_AF.png,3,3,244.167,139.500
149,301_study2_image138_AF.png,3,4,345.833,186.833
150,301_study2_image138_AF.png,3,5,369.167,180.167
151,301_study2_image138_AF.png,3,6,377.500,200.167
152,301_study2_image138_AF.png,3,7,396.833,163.500
153,301_study2_image138_AF.png,3,8,379.833,140.833
154,301_study2_image138_AF.png,3,9,375.833,159.833
155,301_study2_image138_AF.png,3,10,337.833,158.167
156,301_study2_image138_AF.png,3,11,462.500,124.500
157,301_study2_image138_AF.png,3,12,364.833,242.500
158,301_study2_image138_AF.png,3,13,328.500,248.833
159,301_study2_image138_AF.png,3,14,54.500,195.833
160,301_study2_image138_AF.png,3,15,70.167,202.833
161,301_study2_image138_AF.png,3,16,172.833,344.500
162,301_study2_image138_AF.png,3,17,184.833,359.833
163,301_study2_image138_AF.png,3,18,151.167,361.167
164,301_study2_image138_AF.png,3,19,173.500,378.833
165,301_study2_image138_AF.png,3,20,185.500,386.833
166,301_study2_image138_AF.png,3,21,261.167,323.833
167,301_study2_image138_AF.png,3,22,192.167,326.500
168,301_study2_image138_AF.png,3,23,197.500,344.500
169,301_study2_image138_AF.png,3,24,177.500,324.167
170,301_study2_image138_AF.png,3,25,312.833,427.167
171,301_study2_image138_AF.png,3,26,308.833,449.833
172,301_study2_image138_AF.png,3,27,332.833,453.167
173,301_study2_image138_AF.png,3,28,292.167,461.167
174,301_study2_image138_AF.png,3,29,299.833,483.167
175,301_study2_image138_AF.png,3,30,243.167,497.167
176,301_study2_image138_AF.png,3,31,381.833,445.167
177,301_study2_image138_AF.png,3,32,401.833,424.833
178,301_study2_image138_AF.png,3,33,433.500,443.833
179,301_study2_image138_AF.png,3,34,435.833,485.500
180,301_study2_image138_AF.png,3,35,412.833,487.500
181,301_study2_image138_AF.png,3,36,412.500,467.833
182,301_study2_image138_AF.png,3,37,460.167,406.500
183,301_study2_image138_AF.png,3,38,436.833,394.833
184,301_study2_image138_AF.png,3,39,390.500,395.167
185,301_study2_image138_AF.png,3,40,374.167,388.167
186,301_study2_image138_AF.png,3,41,362.167,412.167
187,301_study2_image138_AF.png,3,42,341.167,402.167
188,301_study2_image138_AF.png,3,43,336.500,375.833
189,301_study2_image138_AF.png,3,44,340.500,359.500
190,301_study2_image138_AF.png,3,45,320.167,385.833
191,301_study2_image138_AF.png,3,46,309.833,407.500
192,301_study2_image138_AF.png,3,47,346.833,429.500
193,301_study2_image138_AF.png,3,48,353.167,446.500
194,301_study2_image138_AF.png,3,49,352.167,389.167
195,301_study2_image138_AF.png,3,50,317.500,324.833
196,301_study2_image138_AF.png,3,51,323.167,346.500
197,301_study2_image138_AF.png,3,52,459.833,478.833
198,301_study2_image138_AF.png,3,53,450.167,501.500
199,301_study2_image138_AF.png,3,54,91.500,443.500
200,301_study2_image138_AF.png,3,55,303.500,219.833
201,301_study2_image138_AF.png,3,56,274.167,172.833
202,301_study2_image138_AF.png,3,57,420.167,173.167
203,301_study2_image138_AF.png,3,58,240.167,33.833
204,301_study2_image138_AF.png,3,59,215.167,27.833
205,301_study2_image138_AF.png,3,60,203.833,47.833
206,301_study2_image138_AF.png,3,61,282.833,29.833
207,301_study2_image138_AF.png,3,62,242.500,109.833
208,301_study2_image138_AF.png,3,63,159.167,181.500
209,301_study2_image138_AF.png,3,64,115.833,123.833
210,301_study2_image138_AF.png,3,65,270.500,295.500
211,301_study2_image138_AF.png,3,66,299.833,111.167
212,301_study2_image138_AF.png,3,67,351.833,101.167
213,301_study2_image138_AF.png,3,68,374.167,115.500
214,301_study2_image138_AF.png,3,69,297.167,65.167
215,301_study2_image138_AF.png,3,70,298.167,80.167
216,301_study2_image138_AF.png,3,71,256.833,55.833
217,301_study2_image138_AF.png,3,72,292.500,47.500
218,301_study2_image138_AF.png,3,73,359.167,43.167
219,301_study2_image138_AF.png,3,74,460.167,30.500
220,301_study2_image138_AF.png,3,75,438.833,130.167
221,301_study2_image138_AF.png,3,76,451.833,161.500
222,301_study2_image138_AF.png,3,77,391.167,335.167
223,301_study2_image138_AF.png,3,78,247.500,233.833
224,301_study2_image138_AF.png,3,79,441.500,371.833
225,301_study2_image138_AF.png,3,80,288.167,270.500
226,301_study2_image138_AF.png,3,81,138.500,296.833
