 ,Image,Slice_Index,Nucleus_ID,X,Y
272,243_study2_image080_AF.png,3,99,201.500,101.833
273,243_study2_image080_AF.png,3,100,397.167,87.833
274,243_study2_image080_AF.png,3,101,414.833,80.167
275,243_study2_image080_AF.png,3,102,428.500,100.167
276,243_study2_image080_AF.png,3,103,448.500,113.500
277,243_study2_image080_AF.png,3,104,469.500,77.833
278,243_study2_image080_AF.png,3,105,450.833,75.500
279,243_study2_image080_AF.png,3,106,465.500,147.833
280,243_study2_image080_AF.png,3,107,451.500,281.167
281,243_study2_image080_AF.png,3,108,424.500,273.167
282,243_study2_image080_AF.png,3,109,352.833,332.167
283,243_study2_image080_AF.png,3,110,403.833,342.833
284,243_study2_image080_AF.png,3,111,412.167,324.167
285,243_study2_image080_AF.png,3,112,252.167,104.167
286,243_study2_image080_AF.png,3,113,267.833,115.167
287,243_study2_image080_AF.png,3,114,241.500,131.833
288,243_study2_image080_AF.png,3,115,335.167,101.500
289,243_study2_image080_AF.png,3,116,421.500,28.500
290,243_study2_image080_AF.png,3,117,362.833,24.500
291,243_study2_image080_AF.png,3,118,321.833,40.167
292,243_study2_image080_AF.png,3,119,54.833,146.500
293,243_study2_image080_AF.png,3,120,42.500,165.167
294,243_study2_image080_AF.png,3,121,73.833,447.833
295,243_study2_image080_AF.png,3,122,458.833,417.167
296,243_study2_image080_AF.png,3,123,122.833,478.500
297,243_study2_image080_AF.png,3,124,179.833,440.500
298,243_study2_image080_AF.png,3,125,285.167,58.500
299,243_study2_image080_AF.png,3,126,83.167,17.167
300,243_study2_image080_AF.png,3,127,75.833,43.167
