,Image,Nucleus_ID,X,Y
82,036_study1_image036_AF.png,48,302.500,42.833
83,036_study1_image036_AF.png,49,58.833,32.833
84,036_study1_image036_AF.png,50,375.500,287.167
85,036_study1_image036_AF.png,51,75.833,279.167
86,036_study1_image036_AF.png,52,106.167,98.500
87,036_study1_image036_AF.png,53,324.833,387.833
88,036_study1_image036_AF.png,54,164.167,77.833
89,036_study1_image036_AF.png,55,188.833,78.500
90,036_study1_image036_AF.png,56,85.500,202.167
91,036_study1_image036_AF.png,57,84.167,232.833
92,036_study1_image036_AF.png,58,450.500,256.167
93,036_study1_image036_AF.png,59,453.500,234.167
94,059_study1_image059_AF.png,1,20.833,16.833
95,059_study1_image059_AF.png,2,38.500,21.500
96,059_study1_image059_AF.png,3,52.167,43.833
97,059_study1_image059_AF.png,4,27.167,52.500
98,059_study1_image059_AF.png,5,19.833,35.167
99,059_study1_image059_AF.png,6,5.167,50.500
100,059_study1_image059_AF.png,7,61.833,102.833
101,059_study1_image059_AF.png,8,93.833,106.167
102,059_study1_image059_AF.png,9,112.500,192.167
103,059_study1_image059_AF.png,10,134.167,210.167
104,059_study1_image059_AF.png,11,73.833,226.833
105,059_study1_image059_AF.png,12,28.500,206.500
106,059_study1_image059_AF.png,13,133.167,102.167
107,059_study1_image059_AF.png,14,138.833,76.833
108,059_study1_image059_AF.png,15,156.500,69.833
109,059_study1_image059_AF.png,16,175.500,88.500
110,059_study1_image059_AF.png,17,179.500,115.500
111,059_study1_image059_AF.png,18,182.833,70.500
112,059_study1_image059_AF.png,19,224.167,63.500
113,059_study1_image059_AF.png,20,178.500,5.500
114,059_study1_image059_AF.png,21,147.833,17.833
115,059_study1_image059_AF.png,22,320.833,13.833
116,059_study1_image059_AF.png,23,334.167,26.833
117,059_study1_image059_AF.png,24,369.833,40.833
118,059_study1_image059_AF.png,25,357.500,55.167
119,059_study1_image059_AF.png,26,333.167,57.500
120,059_study1_image059_AF.png,27,309.500,85.833
121,059_study1_image059_AF.png,28,294.833,106.500
122,059_study1_image059_AF.png,29,311.500,111.167
123,059_study1_image059_AF.png,30,343.833,98.167
124,059_study1_image059_AF.png,31,273.833,83.167
125,059_study1_image059_AF.png,32,274.500,101.167
126,059_study1_image059_AF.png,33,240.167,110.167
127,059_study1_image059_AF.png,34,228.167,125.167
128,059_study1_image059_AF.png,35,254.167,39.500
129,059_study1_image059_AF.png,36,241.833,51.167
130,059_study1_image059_AF.png,37,285.167,166.500
131,059_study1_image059_AF.png,38,265.500,167.167
132,059_study1_image059_AF.png,39,252.833,169.500
133,059_study1_image059_AF.png,40,235.833,177.167
134,059_study1_image059_AF.png,41,166.500,197.833
135,059_study1_image059_AF.png,42,183.167,217.167
136,059_study1_image059_AF.png,43,183.833,231.167
137,059_study1_image059_AF.png,44,196.500,248.167
138,059_study1_image059_AF.png,45,123.500,243.167
139,059_study1_image059_AF.png,46,123.833,267.833
140,059_study1_image059_AF.png,47,100.500,269.167
141,059_study1_image059_AF.png,48,61.167,268.833
142,059_study1_image059_AF.png,49,24.500,277.833
143,059_study1_image059_AF.png,50,31.167,299.500
144,059_study1_image059_AF.png,51,40.167,312.833
145,059_study1_image059_AF.png,52,78.500,331.167
146,059_study1_image059_AF.png,53,55.833,339.167
147,059_study1_image059_AF.png,54,111.167,344.167
148,059_study1_image059_AF.png,55,128.833,340.500
149,059_study1_image059_AF.png,56,102.167,319.833
150,059_study1_image059_AF.png,57,167.500,287.167
151,059_study1_image059_AF.png,58,142.833,303.500
152,059_study1_image059_AF.png,59,132.833,291.500
153,059_study1_image059_AF.png,60,152.833,261.167
154,059_study1_image059_AF.png,61,386.833,57.833
155,059_study1_image059_AF.png,62,402.167,74.833
156,059_study1_image059_AF.png,63,394.500,88.500
157,059_study1_image059_AF.png,64,404.833,98.167
158,059_study1_image059_AF.png,65,430.500,81.500
159,059_study1_image059_AF.png,66,420.500,111.167
160,059_study1_image059_AF.png,67,388.833,27.167
161,059_study1_image059_AF.png,68,424.500,211.167
162,059_study1_image059_AF.png,69,394.833,220.167
163,059_study1_image059_AF.png,70,325.167,243.500
164,059_study1_image059_AF.png,71,328.167,267.167
165,059_study1_image059_AF.png,72,360.500,268.500
166,059_study1_image059_AF.png,73,352.500,285.833
167,059_study1_image059_AF.png,74,335.833,287.167
168,059_study1_image059_AF.png,75,313.500,279.500
169,059_study1_image059_AF.png,76,293.167,277.833
170,059_study1_image059_AF.png,77,281.167,281.167
171,059_study1_image059_AF.png,78,265.833,265.500
172,059_study1_image059_AF.png,79,255.167,278.833
173,059_study1_image059_AF.png,80,233.500,270.833
174,059_study1_image059_AF.png,81,238.167,249.167
175,059_study1_image059_AF.png,82,259.500,250.167
176,059_study1_image059_AF.png,83,271.500,223.167
177,059_study1_image059_AF.png,84,241.167,216.500
178,059_study1_image059_AF.png,85,164.500,138.167
179,059_study1_image059_AF.png,86,186.167,170.167
180,059_study1_image059_AF.png,87,157.833,168.167
181,059_study1_image059_AF.png,88,114.833,137.167
182,059_study1_image059_AF.png,89,117.500,167.500
183,059_study1_image059_AF.png,90,140.167,141.833
184,059_study1_image059_AF.png,91,342.500,160.167
185,059_study1_image059_AF.png,92,370.500,164.500
186,059_study1_image059_AF.png,93,464.167,127.167
187,059_study1_image059_AF.png,94,398.167,407.167
188,059_study1_image059_AF.png,95,422.500,422.500
189,059_study1_image059_AF.png,96,407.500,433.167
190,059_study1_image059_AF.png,97,374.167,427.833
191,059_study1_image059_AF.png,98,350.833,426.167
192,059_study1_image059_AF.png,99,252.500,396.500
193,059_study1_image059_AF.png,100,251.500,426.500
194,059_study1_image059_AF.png,101,228.167,417.833
195,059_study1_image059_AF.png,102,256.500,473.500
196,059_study1_image059_AF.png,103,237.833,478.167
197,059_study1_image059_AF.png,104,223.500,473.500
198,059_study1_image059_AF.png,105,203.833,462.833
199,059_study1_image059_AF.png,106,182.500,469.500
200,059_study1_image059_AF.png,107,201.500,485.833
201,059_study1_image059_AF.png,108,120.500,471.833
202,059_study1_image059_AF.png,109,89.833,484.167
203,059_study1_image059_AF.png,110,84.500,466.167
204,059_study1_image059_AF.png,111,93.167,441.500
205,059_study1_image059_AF.png,112,110.833,414.500
206,059_study1_image059_AF.png,113,106.833,388.833
207,059_study1_image059_AF.png,114,125.833,390.500
208,059_study1_image059_AF.png,115,168.167,386.833
209,059_study1_image059_AF.png,116,180.500,372.833
210,059_study1_image059_AF.png,117,141.833,377.167
211,059_study1_image059_AF.png,118,170.500,330.500
212,059_study1_image059_AF.png,119,256.833,342.833
213,059_study1_image059_AF.png,120,283.833,347.500
214,059_study1_image059_AF.png,121,81.833,374.500
215,059_study1_image059_AF.png,122,46.500,409.500
216,059_study1_image059_AF.png,123,31.500,426.500
217,059_study1_image059_AF.png,124,58.833,423.500
218,059_study1_image059_AF.png,125,43.500,443.167
219,059_study1_image059_AF.png,126,56.500,459.500
220,059_study1_image059_AF.png,127,60.833,476.167
221,059_study1_image059_AF.png,128,78.500,486.500
222,059_study1_image059_AF.png,129,178.167,407.167
223,059_study1_image059_AF.png,130,206.833,393.833
224,059_study1_image059_AF.png,131,128.833,419.167
225,059_study1_image059_AF.png,132,14.833,362.833
226,059_study1_image059_AF.png,133,68.833,361.833
227,059_study1_image059_AF.png,134,453.167,431.833
228,059_study1_image059_AF.png,135,440.500,308.167
229,059_study1_image059_AF.png,136,273.167,296.500
230,059_study1_image059_AF.png,137,299.167,302.833
231,059_study1_image059_AF.png,138,264.833,122.167
232,059_study1_image059_AF.png,139,310.833,133.500
233,059_study1_image059_AF.png,140,362.167,145.167
234,059_study1_image059_AF.png,141,432.500,176.167
235,059_study1_image059_AF.png,142,458.500,214.500
236,059_study1_image059_AF.png,143,427.833,302.833
237,059_study1_image059_AF.png,144,310.833,372.833
238,059_study1_image059_AF.png,145,396.833,468.500
239,059_study1_image059_AF.png,146,133.833,497.500
240,059_study1_image059_AF.png,147,443.500,467.500
241,059_study1_image059_AF.png,148,417.833,493.167
242,059_study1_image059_AF.png,149,272.167,453.167
243,059_study1_image059_AF.png,150,235.833,440.167
244,084_study1_image084_AF.png,1,263.167,41.833
245,084_study1_image084_AF.png,2,225.167,41.833
246,084_study1_image084_AF.png,3,251.500,28.167
247,084_study1_image084_AF.png,4,202.500,38.500
248,084_study1_image084_AF.png,5,262.500,67.167
249,084_study1_image084_AF.png,6,252.500,100.167
250,084_study1_image084_AF.png,7,262.833,112.833
251,084_study1_image084_AF.png,8,234.833,136.167
252,084_study1_image084_AF.png,9,282.167,190.500
253,084_study1_image084_AF.png,11,265.833,181.833
254,084_study1_image084_AF.png,12,244.833,184.167
255,084_study1_image084_AF.png,13,157.833,146.833
256,084_study1_image084_AF.png,14,199.833,161.167
257,084_study1_image084_AF.png,15,236.500,154.500
258,084_study1_image084_AF.png,16,253.500,155.167
259,084_study1_image084_AF.png,17,206.500,114.167
260,084_study1_image084_AF.png,18,208.500,131.833
261,084_study1_image084_AF.png,19,217.167,191.833
262,084_study1_image084_AF.png,20,179.167,235.833
263,084_study1_image084_AF.png,21,214.833,263.500
264,084_study1_image084_AF.png,22,249.833,239.500
265,084_study1_image084_AF.png,23,240.833,257.500
266,084_study1_image084_AF.png,24,270.833,260.167
267,084_study1_image084_AF.png,25,295.167,220.167
268,084_study1_image084_AF.png,26,295.500,235.500
269,084_study1_image084_AF.png,27,368.500,227.167
270,084_study1_image084_AF.png,28,364.833,200.500
271,084_study1_image084_AF.png,29,361.167,177.833
272,084_study1_image084_AF.png,30,377.833,201.833
273,084_study1_image084_AF.png,31,349.167,190.167
274,084_study1_image084_AF.png,32,329.833,177.500
275,084_study1_image084_AF.png,33,305.167,186.833
276,084_study1_image084_AF.png,34,335.500,138.167
277,084_study1_image084_AF.png,35,387.833,122.833
278,084_study1_image084_AF.png,36,414.500,108.500
279,084_study1_image084_AF.png,37,388.833,101.500
280,084_study1_image084_AF.png,38,370.500,90.167
281,084_study1_image084_AF.png,39,345.500,86.500
282,084_study1_image084_AF.png,40,334.833,107.167
283,084_study1_image084_AF.png,41,313.500,82.500
284,084_study1_image084_AF.png,42,350.833,71.500
285,084_study1_image084_AF.png,43,290.500,44.833
286,084_study1_image084_AF.png,44,307.500,294.833
287,084_study1_image084_AF.png,45,277.500,321.833
288,084_study1_image084_AF.png,46,301.500,342.500
289,084_study1_image084_AF.png,47,333.167,325.833
290,084_study1_image084_AF.png,48,375.500,364.833
291,084_study1_image084_AF.png,49,346.167,354.500
292,084_study1_image084_AF.png,50,326.500,371.500
293,084_study1_image084_AF.png,51,232.167,360.833
294,084_study1_image084_AF.png,52,199.833,371.500
295,084_study1_image084_AF.png,53,187.500,355.500
296,084_study1_image084_AF.png,54,183.833,377.167
297,084_study1_image084_AF.png,55,184.833,405.500
298,084_study1_image084_AF.png,56,149.167,323.833
299,084_study1_image084_AF.png,57,119.833,339.500
300,084_study1_image084_AF.png,58,135.833,184.167
301,084_study1_image084_AF.png,59,107.833,158.167
302,084_study1_image084_AF.png,60,95.833,218.833
303,084_study1_image084_AF.png,61,118.500,243.500
304,084_study1_image084_AF.png,62,130.500,219.500
305,084_study1_image084_AF.png,63,150.500,246.833
306,084_study1_image084_AF.png,64,152.833,284.167
307,084_study1_image084_AF.png,65,126.833,271.167
308,084_study1_image084_AF.png,66,204.833,326.500
309,084_study1_image084_AF.png,67,368.167,315.500
310,084_study1_image084_AF.png,68,371.167,286.167
311,084_study1_image084_AF.png,69,333.167,257.167
312,084_study1_image084_AF.png,70,330.167,232.833
313,084_study1_image084_AF.png,71,331.167,209.167
314,084_study1_image084_AF.png,72,404.500,139.500
315,084_study1_image084_AF.png,73,413.833,149.167
316,084_study1_image084_AF.png,74,399.500,161.167
317,084_study1_image084_AF.png,75,405.500,193.167
318,084_study1_image084_AF.png,76,291.500,129.167
319,084_study1_image084_AF.png,77,325.833,63.167
320,084_study1_image084_AF.png,78,339.500,48.167
321,084_study1_image084_AF.png,79,381.167,68.167
322,084_study1_image084_AF.png,80,401.833,56.167
323,084_study1_image084_AF.png,81,428.500,88.500
324,084_study1_image084_AF.png,82,417.167,176.833
325,084_study1_image084_AF.png,83,391.833,219.833
326,084_study1_image084_AF.png,84,378.500,253.500
327,084_study1_image084_AF.png,85,326.833,405.500
328,084_study1_image084_AF.png,86,224.167,382.167
329,084_study1_image084_AF.png,87,232.833,402.167
330,084_study1_image084_AF.png,88,225.167,418.500
331,084_study1_image084_AF.png,89,247.167,412.167
332,084_study1_image084_AF.png,90,134.833,404.833
333,084_study1_image084_AF.png,91,35.500,202.500
334,084_study1_image084_AF.png,92,114.500,128.833
335,084_study1_image084_AF.png,93,132.833,145.500
336,084_study1_image084_AF.png,94,152.500,181.167
337,084_study1_image084_AF.png,95,157.167,212.500
338,084_study1_image084_AF.png,96,202.500,184.833
339,084_study1_image084_AF.png,97,223.833,170.167
340,084_study1_image084_AF.png,98,416.167,122.167
341,084_study1_image084_AF.png,99,363.167,41.500
342,084_study1_image084_AF.png,100,245.167,64.833
343,084_study1_image084_AF.png,101,169.167,58.500
344,084_study1_image084_AF.png,102,141.167,109.833
345,084_study1_image084_AF.png,103,96.500,144.833
346,084_study1_image084_AF.png,104,81.500,166.833
347,084_study1_image084_AF.png,105,86.167,197.167
348,084_study1_image084_AF.png,106,106.167,309.167
349,084_study1_image084_AF.png,107,96.833,355.500
350,084_study1_image084_AF.png,108,148.833,350.167
351,084_study1_image084_AF.png,110,378.833,404.167
352,084_study1_image084_AF.png,111,392.500,416.167
353,084_study1_image084_AF.png,112,338.167,455.833
354,084_study1_image084_AF.png,113,287.833,504.167
355,084_study1_image084_AF.png,114,245.167,495.833
356,084_study1_image084_AF.png,115,315.167,215.833
357,084_study1_image084_AF.png,116,235.500,472.500
358,084_study1_image084_AF.png,117,256.167,463.833
359,084_study1_image084_AF.png,118,153.167,418.167
360,084_study1_image084_AF.png,119,289.833,169.833
361,084_study1_image084_AF.png,120,413.167,310.833
362,084_study1_image084_AF.png,121,429.167,287.167
363,084_study1_image084_AF.png,122,66.167,127.167
364,084_study1_image084_AF.png,123,264.167,17.833
365,084_study1_image084_AF.png,124,133.500,36.833
366,107_study1_image107_AF.png,1,157.167,104.500
367,107_study1_image107_AF.png,2,128.833,129.500
368,107_study1_image107_AF.png,3,73.500,142.500
369,107_study1_image107_AF.png,4,47.167,173.833
370,107_study1_image107_AF.png,5,88.500,176.833
371,107_study1_image107_AF.png,6,103.167,113.833
372,107_study1_image107_AF.png,7,42.167,142.167
373,107_study1_image107_AF.png,8,268.833,62.500
374,107_study1_image107_AF.png,9,269.167,99.500
375,107_study1_image107_AF.png,10,257.833,88.167
376,107_study1_image107_AF.png,11,254.167,77.833
377,107_study1_image107_AF.png,12,198.500,105.500
378,107_study1_image107_AF.png,13,237.500,123.500
379,107_study1_image107_AF.png,14,249.833,127.167
380,107_study1_image107_AF.png,15,286.500,133.833
381,107_study1_image107_AF.png,16,265.500,170.833
382,107_study1_image107_AF.png,17,247.500,181.500
383,107_study1_image107_AF.png,18,219.833,199.500
384,107_study1_image107_AF.png,19,183.500,175.167
385,107_study1_image107_AF.png,20,188.500,137.500
386,107_study1_image107_AF.png,21,147.833,164.167
387,107_study1_image107_AF.png,22,153.833,143.833
388,107_study1_image107_AF.png,23,92.833,233.833
389,107_study1_image107_AF.png,24,63.167,279.500
390,107_study1_image107_AF.png,25,96.500,273.167
391,107_study1_image107_AF.png,26,147.833,249.500
392,107_study1_image107_AF.png,27,120.833,249.833
393,107_study1_image107_AF.png,28,140.167,228.833
394,107_study1_image107_AF.png,29,181.500,287.500
395,107_study1_image107_AF.png,30,196.500,304.500
396,107_study1_image107_AF.png,31,163.167,304.833
397,107_study1_image107_AF.png,32,139.167,296.833
398,107_study1_image107_AF.png,33,147.833,324.500
399,107_study1_image107_AF.png,34,198.167,258.167
400,107_study1_image107_AF.png,35,185.500,241.833
401,107_study1_image107_AF.png,36,216.500,237.500
402,107_study1_image107_AF.png,37,245.167,225.833
403,107_study1_image107_AF.png,38,245.500,204.167
404,107_study1_image107_AF.png,39,264.167,231.500
405,107_study1_image107_AF.png,40,300.500,232.833
406,107_study1_image107_AF.png,41,317.167,261.500
407,107_study1_image107_AF.png,42,275.500,273.167
408,107_study1_image107_AF.png,43,242.833,284.833
409,107_study1_image107_AF.png,44,282.167,293.833
410,107_study1_image107_AF.png,45,304.167,309.833
411,107_study1_image107_AF.png,46,337.500,293.833
412,107_study1_image107_AF.png,47,375.167,316.500
413,107_study1_image107_AF.png,48,342.167,330.500
414,107_study1_image107_AF.png,49,275.167,194.833
415,107_study1_image107_AF.png,50,298.833,72.833
416,107_study1_image107_AF.png,51,291.833,94.833
417,107_study1_image107_AF.png,52,297.833,54.167
418,107_study1_image107_AF.png,53,225.167,115.167
419,107_study1_image107_AF.png,54,226.833,97.167
420,107_study1_image107_AF.png,55,65.500,208.833
421,107_study1_image107_AF.png,56,97.833,197.167
422,107_study1_image107_AF.png,57,160.833,188.500
423,107_study1_image107_AF.png,58,145.500,201.500
424,107_study1_image107_AF.png,59,21.500,206.167
425,107_study1_image107_AF.png,60,12.833,219.167
426,107_study1_image107_AF.png,61,249.500,322.833
427,107_study1_image107_AF.png,62,221.833,336.167
428,107_study1_image107_AF.png,63,79.833,300.833
429,107_study1_image107_AF.png,64,85.167,315.833
430,107_study1_image107_AF.png,65,88.500,339.500
431,107_study1_image107_AF.png,66,69.167,365.167
432,107_study1_image107_AF.png,67,384.833,239.833
433,107_study1_image107_AF.png,68,388.833,258.500
434,107_study1_image107_AF.png,69,369.833,269.167
435,107_study1_image107_AF.png,70,400.500,215.833
436,107_study1_image107_AF.png,71,418.500,203.167
437,107_study1_image107_AF.png,72,433.500,174.833
438,107_study1_image107_AF.png,73,471.500,304.167
439,107_study1_image107_AF.png,74,495.500,308.833
440,107_study1_image107_AF.png,75,445.167,290.500
441,107_study1_image107_AF.png,76,458.500,273.167
442,107_study1_image107_AF.png,77,440.833,240.833
443,107_study1_image107_AF.png,78,424.833,257.833
444,107_study1_image107_AF.png,79,437.500,325.500
445,107_study1_image107_AF.png,80,431.167,351.833
446,107_study1_image107_AF.png,81,404.500,342.167
447,107_study1_image107_AF.png,82,395.500,302.500
448,107_study1_image107_AF.png,83,313.167,290.167
449,107_study1_image107_AF.png,84,61.167,400.500
450,107_study1_image107_AF.png,85,90.833,425.833
451,107_study1_image107_AF.png,86,102.167,433.833
452,107_study1_image107_AF.png,87,107.833,455.500
453,107_study1_image107_AF.png,88,83.167,452.500
454,107_study1_image107_AF.png,89,101.500,477.833
455,107_study1_image107_AF.png,90,168.167,468.833
456,107_study1_image107_AF.png,91,202.500,454.167
457,107_study1_image107_AF.png,92,227.167,448.833
458,107_study1_image107_AF.png,93,205.167,437.167
459,107_study1_image107_AF.png,94,281.833,447.500
460,107_study1_image107_AF.png,95,297.500,424.167
461,107_study1_image107_AF.png,96,311.500,411.167
462,107_study1_image107_AF.png,97,329.833,399.167
463,107_study1_image107_AF.png,98,355.500,414.167
464,107_study1_image107_AF.png,99,380.500,428.833
465,107_study1_image107_AF.png,100,444.500,149.833
466,107_study1_image107_AF.png,101,484.500,164.167
467,107_study1_image107_AF.png,102,494.500,206.500
468,107_study1_image107_AF.png,103,464.833,212.833
469,107_study1_image107_AF.png,104,472.167,340.833
470,107_study1_image107_AF.png,105,481.167,362.833
471,107_study1_image107_AF.png,106,505.167,402.167
472,107_study1_image107_AF.png,107,360.500,392.833
473,107_study1_image107_AF.png,108,408.500,384.833
474,107_study1_image107_AF.png,109,455.833,366.500
475,107_study1_image107_AF.png,110,461.833,389.167
476,107_study1_image107_AF.png,111,444.833,422.833
477,107_study1_image107_AF.png,112,366.167,456.833
478,107_study1_image107_AF.png,113,344.167,447.500
479,107_study1_image107_AF.png,114,342.500,473.167
480,107_study1_image107_AF.png,115,320.833,491.500
481,107_study1_image107_AF.png,116,302.833,457.167
482,107_study1_image107_AF.png,117,285.500,472.500
483,107_study1_image107_AF.png,118,249.167,474.500
484,107_study1_image107_AF.png,119,236.167,487.833
485,107_study1_image107_AF.png,120,207.500,381.167
486,107_study1_image107_AF.png,121,226.833,395.833
487,107_study1_image107_AF.png,122,254.167,404.167
488,107_study1_image107_AF.png,123,245.833,379.500
489,107_study1_image107_AF.png,124,269.500,390.500
490,107_study1_image107_AF.png,125,297.833,385.500
491,107_study1_image107_AF.png,126,258.500,335.833
492,107_study1_image107_AF.png,127,280.167,326.167
493,107_study1_image107_AF.png,128,52.500,365.500
494,107_study1_image107_AF.png,129,207.167,478.167
495,107_study1_image107_AF.png,130,153.833,497.167
496,107_study1_image107_AF.png,131,118.167,493.833
497,107_study1_image107_AF.png,132,417.167,455.167
498,107_study1_image107_AF.png,133,387.167,498.167
499,107_study1_image107_AF.png,134,475.500,34.833
500,107_study1_image107_AF.png,135,489.167,62.833
501,107_study1_image107_AF.png,136,476.500,83.833
502,107_study1_image107_AF.png,137,449.167,73.500
503,107_study1_image107_AF.png,138,463.833,99.500
504,107_study1_image107_AF.png,139,480.500,123.167
505,107_study1_image107_AF.png,140,468.167,138.500
506,107_study1_image107_AF.png,141,506.833,131.500
507,107_study1_image107_AF.png,142,506.167,148.167
508,107_study1_image107_AF.png,143,501.500,112.500
509,107_study1_image107_AF.png,144,430.833,134.833
510,107_study1_image107_AF.png,145,453.833,37.167
511,107_study1_image107_AF.png,146,58.833,28.833
512,107_study1_image107_AF.png,147,122.167,347.500
513,107_study1_image107_AF.png,148,190.167,195.500
514,107_study1_image107_AF.png,149,39.833,271.833
515,107_study1_image107_AF.png,150,12.833,314.833
516,126_study1_image126_AF.png,1,16.167,284.500
517,126_study1_image126_AF.png,2,34.500,306.833
518,126_study1_image126_AF.png,3,318.833,330.167
519,126_study1_image126_AF.png,4,296.167,335.167
520,126_study1_image126_AF.png,5,223.833,361.167
521,126_study1_image126_AF.png,6,183.167,99.833
522,126_study1_image126_AF.png,7,196.167,125.833
523,126_study1_image126_AF.png,8,152.833,205.500
524,126_study1_image126_AF.png,9,263.167,242.833
525,126_study1_image126_AF.png,10,453.833,386.833
526,126_study1_image126_AF.png,11,436.167,374.167
527,126_study1_image126_AF.png,12,404.500,319.167
528,126_study1_image126_AF.png,13,420.167,145.167
529,126_study1_image126_AF.png,14,425.833,418.167
530,126_study1_image126_AF.png,15,176.500,136.500
531,126_study1_image126_AF.png,16,382.500,23.500
532,126_study1_image126_AF.png,18,87.833,238.167
533,142_study1_image142_AF.png,1,169.167,411.833
534,142_study1_image142_AF.png,2,126.833,183.833
535,142_study1_image142_AF.png,3,168.500,244.500
536,142_study1_image142_AF.png,4,137.833,236.167
537,142_study1_image142_AF.png,5,248.833,55.833
538,142_study1_image142_AF.png,6,267.500,84.500
539,142_study1_image142_AF.png,7,274.500,97.167
540,142_study1_image142_AF.png,8,340.833,101.833
541,142_study1_image142_AF.png,9,324.833,83.167
542,142_study1_image142_AF.png,10,197.167,365.500
543,142_study1_image142_AF.png,11,226.167,384.167
544,142_study1_image142_AF.png,12,193.167,469.500
545,142_study1_image142_AF.png,13,197.167,497.500
546,142_study1_image142_AF.png,14,177.833,484.833
547,142_study1_image142_AF.png,15,257.167,488.500
548,142_study1_image142_AF.png,16,134.833,419.833
549,142_study1_image142_AF.png,17,146.167,400.833
550,142_study1_image142_AF.png,18,140.833,353.167
551,142_study1_image142_AF.png,19,129.833,221.833
552,142_study1_image142_AF.png,20,66.500,220.167
553,142_study1_image142_AF.png,21,116.500,144.167
554,142_study1_image142_AF.png,22,111.500,164.833
555,142_study1_image142_AF.png,23,203.500,28.167
556,142_study1_image142_AF.png,24,240.167,14.833
557,142_study1_image142_AF.png,25,402.500,346.167
558,142_study1_image142_AF.png,26,109.500,381.833
